"16 km S   of Valleyfield, QC",2013-12-21,2.6,45.1 ,['74.13']
"112 km SSW of Port Alice, BC",2013-12-15,4.5,49.38,['127.6']
"9 km WSW of Saint-Jean-Port-Joli, QC",2013-12-11,3.4,47.19,['70.38']
"30 km SE  of Victoria, BC",2013-11-24,2.7,48.19,['123.1']
"50 km E   of Yakutat, AK",2013-11-19,4.2,59.61,['138.8']
"188 km W   of Port Alice, BC",2013-11-09,3.8,50.28,['130.1']
"106 km W   of Port Hardy, BC",2013-11-08,3.3,50.56,['128.9']
"192 km W   of Port Alice, BC",2013-11-08,4.5,50.16,['130.1']
"68 km SSW of Queen Charlotte, BC",2013-10-23,4.0,52.67,['132.3']
"14 km SW  of Haines Junction, YT",2013-10-22,3.8,60.64,['137.6']
"28 km WNW of Eganville, ON",2013-10-20,3.6,45.61,['77.45']
"64 km SSW of Queen Charlotte City, BC",2013-10-18,3.9,52.69,['132.3']
"109 km NNE of Dawson, YT",2013-10-13,4.5,65.03,['139.0']
"10 km WNW of Beaupre, QC",2013-10-04,2.6,47.08,['71.03']
"51 km ENE of Tungsten, NT",2013-09-28,4.2,62.31,['127.6']
"108 km SSW of Queen Charlotte City, BC",2013-09-21,4.2,52.3 ,['132.4']
"40 km SE  of Sept-Iles, QC",2013-09-21,4.6,49.88,['66.12']
"8 km NW  of Ucluelet, BC",2013-09-14,2.6,49 No,['125.6']
"12 km NW  of Mont-Laurier, QC",2013-09-03,3.1,46.65,['75.57']
"196 km WSW of Bella Bella, BC",2013-09-03,5.6,51.21,['130.5']
"215 km WSW of Bella Bella, BC",2013-09-03,4.3,51.05,['130.6']
"211 km WSW of Bella Bella, BC",2013-09-03,6.2,51.05,['130.6']
"119 km SW  of Port Alice, BC",2013-09-02,3.9,49.6 ,['128.6']
"4 km NE  of Merritt, BC",2013-08-23,2.5,,[]
"88 km SSW of Beaver Creek, YT",2013-08-23,4.5,61.6 ,['141.1']
"13 km NW  of Old Crow, YT",2013-08-16,4.1,67.68,['139.9']
"78 km W   of Gold River, BC",2013-08-04,5.5,49.6 ,['127.2']
"197 km W   of Port Alice, BC",2013-07-26,4.9,50.24,['130.2']
"165 km SE  of Queen Charlotte City, BC",2013-07-25,3.7,51.93,['130.9']
"24 km NE  of Saint-Jerome, QC",2013-07-25,2.1,45.95,['73.8']
"126 km NNW of Nahanni Butte, NT",2013-07-12,5.0,62.12,['124.0']
"19 km NNE of La Malbaie, QC",2013-07-11,4.0,47.81,['70.05']
"18 km NE  of Shawville, QC",2013-06-30,3.0,45.73,['76.34']
"17 km WSW of Penticton, BC",2013-06-28,2.0,49.44,['119.8']
"67 km WSW of Rogersville, NB",2013-06-19,2.9,46.52,['66.25']
"60 km SSW of the Village of Queen Charlotte, BC",2013-06-16,3.6,52.73,['132.3']
"21 km NE  of Shawville, QC",2013-05-30,3.5,45.77,['76.35']
"9 km SE  of Fort St. John, BC",2013-05-27,4.5,56.17,['120.7']
"6 km S   of Baie-Saint-Paul, QC",2013-05-26,2.4,47.39,['70.51']
"20 km NE  of Shawville, QC",2013-05-24,3.0,45.75,['76.34']
"10 km ESE of Rigaud, QC",2013-05-21,3.4,45.43,['74.19']
"20 km NE  of Shawville, QC",2013-05-17,4.1,45.75,['76.34']
"18 km NE  of Shawville, QC",2013-05-17,5.2,45.73,['76.34']
"100 km SSE of Fort McPherson, NT",2013-05-15,3.8,66.54,['134.6']
"196 km S   of Fort McPherson, NT",2013-05-15,4.3,65.67,['134.9']
"6 km W   of Penticton, BC",2013-05-05,1.9,49.5 ,['119.6']
"88 km  NW  of Stewart, BC",2013-04-29,4.2,56.32,['131.2']
"7 km SSW of L'Annonciation, QC",2013-04-18,2.6,46.35,['74.88']
"16 km NW  of Lachute, QC",2013-04-15,3.1,45.78,['74.44']
"91 km SW  of Queen Charlotte City, BC",2013-04-14,4.5,52.6 ,['132.9']
"88 km W of Burwash Landing, YT",2013-03-16,3.5,61.47,['140.6']
"30 km WSW of Prince George, BC",2013-03-15,3.4,53.81,['123.1']
"105 km SSW of Queen Charlotte City, BC",2013-03-14,4.3,52.31,['132.2']
"6 km SW  of Port Clements, BC",2013-03-13,1.7,53.64,['132.2']
"5 km SW  of Port Clements, BC",2013-03-13,1.9,53.64,['132.2']
"52 km SSW of Queen Charlotte City, BC",2013-02-25,4.5,52.79,['132.1']
"104 km SW  of Queen Charlotte City, BC",2013-02-24,4.3,52.46,['132.9']
"35 km E   of Sherbrooke, QC",2013-02-07,3.1,45.41,['71.44']
"114 km E   of Tulita, NT",2013-02-02,3.9,64.93,['123.1']
"112 km SW  of Wrigley, NT",2013-01-30,4.4,62.36,['124.5']
"67 km W   of Terrace Bay, ON",2013-01-25,2.3,48.95,['87.98']
"45 km ENE of Kazabazua, QC",2013-01-15,3.5,46.07,['75.46']
"195 km W   of Ketchikan, AK",2013-01-14,5.6,55.1 ,['134.7']
"79 km SSE of Queen Charlotte City, BC",2013-01-11,2.5,52.55,['131.9']
"offshore Vancouver Island, BC",2013-01-06,4.2,48.72,['129.1']
southeastern Alaska,2013-01-04,7.5,55.2 ,[]
